Year;Rank;Country;Documents;Citable.documents;Citations;Self.Citations;Citations.per.Document;H.index
2000;206;Djibouti;1;1;0;0;0;16
2000;207;Gibraltar;1;1;0;0;0;17
2000;208;British Indian Ocean Territory;1;1;27;0;27;7
2000;209;Saint Lucia;1;1;22;0;22;16
2000;210;Maldives;1;1;1;0;1;20
2000;211;Palau;1;1;51;2;51;24
2000;212;Somalia;1;1;31;0;31;14
2000;213;United States Minor Outlying Islands;1;1;23;0;23;10
2000;214;Saint Vincent and The Grenadines;1;1;24;0;24;11
2001;1;United States;328909;313706;12221318;5711235;37,16;1648
2001;2;Japan;92903;91111;1937008;536543;20,85;745
2001;3;United Kingdom;88086;81002;2786991;631656;31,64;1015
2001;4;Germany;84053;81261;2261475;549626;26,91;887
2001;5;France;59659;57432;1557483;330830;26,11;811
2001;6;China;58969;58720;547891;276364;9,29;495
2001;7;Italy;41750;40100;1047588;231915;25,09;713
2001;8;Canada;40026;38299;1316547;238347;32,89;794
2001;9;Russian Federation;32479;32309;268985;79201;8,28;390
2001;10;Spain;29739;28445;690529;160025;23,22;591
2001;11;Australia;27192;25728;793054;158633;29,16;644
2001;12;India;24824;24113;338032;116459;13,62;383
2001;13;Netherlands;23133;22240;842794;125744;36,43;694
2001;14;South Korea;19488;19201;355451;71123;18,24;424
2001;15;Sweden;18045;17606;636158;92193;35,25;614
2001;16;Switzerland;16356;15764;616811;76014;37,71;686
2001;17;Brazil;14643;14425;246593;81440;16,84;379
2001;18;Poland;14417;14268;195097;49731;13,53;371
2001;19;Taiwan;14337;14099;253942;54072;17,71;331
2001;20;Belgium;12430;11987;372947;50025;30;547
2001;21;Israel;11077;10671;363519;45724;32,82;496
2001;22;Turkey;9453;8987;136382;35079;14,43;266
2001;23;Austria;9187;8796;254124;30993;27,66;449
2001;24;Finland;9049;8836;288194;42546;31,85;443
2001;25;Denmark;9011;8749;341041;44601;37,85;518
2001;26;Hong Kong;7133;6903;168268;22789;23,59;359
2001;27;Greece;6801;6592;142019;23248;20,88;326
2001;28;Ukraine;6625;6586;38189;11181;5,76;174
2001;29;Mexico;6494;6358;111767;23587;17,21;289
2001;30;Czech Republic;6375;6287;91529;21061;14,36;294
2001;31;Norway;6286;6104;194554;28454;30,95;402
2001;32;Singapore;5496;5399;116673;13766;21,23;349
2001;33;Argentina;5352;5235;94992;19548;17,75;273
2001;34;New Zealand;5287;5081;136042;21233;25,73;351
2001;35;Hungary;5109;5016;100451;15453;19,66;301
2001;36;South Africa;4757;4504;88063;18717;18,51;292
2001;37;Portugal;4429;4332;98571;18680;22,26;297
2001;38;Ireland;3528;3325;108744;9582;30,82;332
2001;39;Egypt;3168;3138;37676;7918;11,89;165
2001;40;Romania;2577;2558;24926;5677;9,67;167
2001;41;Slovakia;2439;2393;28929;5769;11,86;180
2001;42;Chile;2259;2217;50457;9282;22,34;233
2001;43;Thailand;2193;2156;34394;5795;15,68;213
2001;44;Iran;2089;2066;29995;11247;14,36;180
2001;45;Croatia;2044;2016;20151;4698;9,86;177
2001;46;Bulgaria;1980;1948;24018;3932;12,13;167
2001;47;Slovenia;1940;1908;29052;5617;14,98;189
2001;48;Saudi Arabia;1798;1737;21570;3034;12;164
2001;49;Belarus;1393;1391;13348;1885;9,58;122
2001;50;Pakistan;1331;1261;12247;2969;9,2;148
2001;51;Venezuela;1328;1304;18393;2684;13,85;155
2001;52;Cuba;1316;1302;12714;2713;9,66;115
2001;53;Malaysia;1311;1288;20518;3906;15,65;165
2001;54;Morocco;1262;1234;13524;2602;10,72;117
2001;55;Nigeria;977;960;11414;2431;11,68;115
2001;56;Tunisia;923;897;11413;2389;12,37;109
2001;57;Colombia;759;738;12568;1919;16,56;169
2001;58;Estonia;665;654;13687;2491;20,58;162
2001;59;Lithuania;659;649;8317;1698;12,62;133
2001;60;Jordan;625;619;7908;994;12,65;102
2001;61;Kenya;625;614;14980;2321;23,97;165
2001;62;Kuwait;603;593;7627;891;12,65;100
2001;63;Bangladesh;584;571;6809;1110;11,66;124
2001;64;Indonesia;566;558;10756;931;19;140
2001;65;Algeria;559;553;7099;1185;12,7;97
2001;66;United Arab Emirates;495;480;6242;628;12,61;112
2001;67;Lebanon;468;448;7379;704;15,77;122
2001;68;Uzbekistan;425;421;2278;443;5,36;64
2001;69;Philippines;424;418;8400;850;19,81;147
2001;70;Puerto Rico;419;412;9519;837;22,72;156
2001;71;Armenia;408;403;5812;1089;14,25;126
2001;72;Latvia;400;398;4708;700;11,77;104
2001;73;Viet Nam;379;377;9110;1024;24,04;133
2001;74;Iceland;366;358;13446;1431;36,74;198
2001;75;Uruguay;338;329;6997;1108;20,7;124
2001;76;Georgia;307;302;5484;488;17,86;101
2001;77;Oman;305;287;3807;458;12,48;83
2001;78;Zimbabwe;298;287;5242;411;17,59;90
2001;79;Costa Rica;275;269;7382;928;26,84;127
2001;80;Sri Lanka;248;240;3754;372;15,14;107
2001;81;Peru;240;232;5655;552;23,56;140
2001;82;Kazakhstan;226;223;2396;276;10,6;64
2001;83;Cameroon;223;221;3793;779;17,01;85
2001;84;Tanzania;223;215;5594;803;25,09;113
2001;85;Macedonia;221;214;3166;312;14,33;74
2001;86;Ethiopia;210;205;4151;703;19,77;88
2001;87;Cyprus;203;197;3646;412;17,96;113
2001;88;Moldova;195;195;1642;396;8,42;74
2001;89;Nepal;193;176;4077;396;21,12;87
2001;90;Uganda;190;182;6336;891;33,35;118
2001;91;North Korea;186;183;4709;31;25,32;75
2001;92;Ghana;180;175;3515;429;19,53;92
2001;93;Serbia;179;179;1106;91;6,18;100
2001;94;Senegal;178;165;3797;399;21,33;89
2001;95;Azerbaijan;175;175;709;207;4,05;58
2001;96;Jamaica;164;154;2231;282;13,6;71
2001;97;Trinidad and Tobago;146;134;1871;165;12,82;72
2001;98;Botswana;129;129;1281;167;9,93;71
2001;99;Côte d'Ivoire;120;117;2077;237;17,31;82
2001;100;Ecuador;118;112;3394;441;28,76;100
2001;101;Malawi;116;105;2521;316;21,73;97
2001;102;Syrian Arab Republic;115;112;1751;219;15,23;74
2001;103;Luxembourg;112;107;2735;143;24,42;105
2001;104;Panama;109;107;6101;595;55,97;128
2001;105;Qatar;107;99;743;67;6,94;70
2001;106;Iraq;100;97;673;79;6,73;51
2001;107;Bahrain;98;95;892;68;9,1;48
2001;108;Burkina Faso;96;92;2263;288;23,57;77
2001;109;Papua New Guinea;96;96;2016;165;21;66
2001;110;Zambia;96;93;2067;183;21,53;83
2001;111;Bolivia;87;87;1646;108;18,92;78
2001;112;Sudan;83;82;1332;170;16,05;65
2001;113;Madagascar;79;76;1234;195;15,62;68
2001;114;Benin;71;70;1193;136;16,8;59
2001;115;Libyan Arab Jamahiriya;67;61;462;27;6,9;45
2001;116;Malta;67;64;1421;68;21,21;75
2001;117;Gambia;64;59;2255;213;35,23;90
2001;118;Mauritius;64;62;802;51;12,53;50
2001;119;Barbados;62;58;938;79;15,13;60
2001;120;Namibia;61;58;939;161;15,39;67
2001;121;Palestine ;59;59;1220;103;20,68;53
2001;122;New Caledonia;58;58;1630;165;28,1;66
2001;123;Yemen;58;55;889;97;15,33;46
2001;124;Bosnia and Herzegovina;56;54;588;51;10,5;55
2001;125;Mali;54;54;1929;166;35,72;68
2001;126;Mozambique;50;50;676;85;13,52;66
2001;127;Monaco;48;46;1776;196;37;69
2001;128;Gabon;47;45;939;108;19,98;73
2001;129;Fiji;46;44;999;75;21,72;52
2001;130;Guatemala;45;43;1067;39;23,71;63
2001;131;Mongolia;45;45;884;116;19,64;65
2001;132;Congo;41;37;537;53;13,1;63
2001;133;Kyrgyzstan;41;41;968;42;23,61;40
2001;134;Niger;38;37;353;17;9,29;54
2001;135;Togo;37;35;360;24;9,73;37
2001;136;Brunei Darussalam;35;32;684;75;19,54;49
2001;137;Guam;34;33;827;27;24,32;52
2001;138;Tajikistan;34;34;423;19;12,44;28
2001;139;Albania;33;33;328;66;9,94;43
2001;140;Bermuda;33;33;1623;240;49,18;69
2001;141;French Polynesia;30;29;836;94;27,87;54
2001;142;Cambodia;28;27;695;31;24,82;65
2001;143;Guadeloupe;26;26;592;44;22,77;49
2001;144;El Salvador;25;25;287;9;11,48;40
2001;145;Myanmar;23;23;634;51;27,57;46
2001;146;Nicaragua;23;23;482;27;20,96;56
2001;147;Paraguay;23;23;417;40;18,13;54
2001;148;French Guiana;21;21;397;41;18,9;51
2001;149;Guinea;20;20;206;7;10,3;41
2001;150;Greenland;20;19;328;49;16,4;45
2001;151;Guyana;20;19;596;13;29,8;30
2001;152;Dominican Republic;19;19;373;23;19,63;47
2001;153;Netherlands Antilles;18;13;331;10;18,39;42
2001;154;Honduras;18;18;388;8;21,56;48
2001;155;Mauritania;18;18;222;33;12,33;30
2001;156;Eritrea;16;16;127;19;7,94;32
2001;157;Liechtenstein;16;16;457;58;28,56;50
2001;158;Macao;16;16;163;8;10,19;47
2001;159;Angola;14;14;205;12;14,64;31
2001;160;Swaziland;14;13;238;3;17;41
2001;161;Lesotho;13;12;104;1;8;26
2001;162;Reunion;13;13;147;5;11,31;34
2001;163;Laos;12;12;205;40;17,08;54
2001;164;Martinique;12;12;157;9;13,08;36
2001;165;Virgin Islands (U.S.);12;12;135;9;11,25;27
2001;166;Bahamas;11;11;254;4;23,09;32
2001;167;Central African Republic;11;11;223;14;20,27;39
2001;168;Haïti;11;9;504;41;45,82;43
2001;169;Maldives;11;11;119;6;10,82;20
2001;170;Rwanda;11;11;183;12;16,64;48
2001;171;Suriname;11;11;188;12;17,09;27
2001;172;Guinea-Bissau;10;8;162;47;16,2;47
2001;173;Montenegro;10;10;8;0;0,8;28
2001;174;Turkmenistan;10;10;305;0;30,5;19
2001;175;Faroe Islands;9;9;574;52;63,78;45
2001;176;Burundi;8;7;53;7;6,63;28
2001;177;Sierra Leone;8;8;48;0;6;26
2001;178;Seychelles;8;7;85;2;10,63;41
2001;179;Chad;8;8;38;2;4,75;32
2001;180;Dominica;7;7;89;2;12,71;21
2001;181;Falkland Islands (Malvinas);6;6;136;42;22,67;31
2001;182;Palau;6;6;307;15;51,17;24
2001;183;Solomon Islands;6;6;334;7;55,67;31
2001;184;Samoa;6;6;292;9;48,67;25
2001;185;United States Minor Outlying Islands;5;4;315;0;63;10
2001;186;Vanuatu;5;3;21;5;4,2;26
2001;187;Andorra;4;4;25;0;6,25;20
2001;188;Cayman Islands;4;4;30;7;7,5;20
2001;189;Virgin Islands (British);4;4;78;0;19,5;19
2001;190;American Samoa;3;2;40;1;13,33;20
2001;191;Belize;3;2;110;6;36,67;32
2001;192;Democratic Republic Congo;3;3;111;4;37;38
2001;193;Federated States of Micronesia;3;3;91;9;30,33;22
2001;194;Equatorial Guinea;3;3;27;1;9;18
2001;195;Marshall Islands;3;3;30;4;10;16
2001;196;San Marino;3;3;65;0;21,67;21
2001;197;Sao Tome and Principe;3;3;56;9;18,67;15
2001;198;Afghanistan;2;2;1;1;0,5;29
2001;199;Bhutan;2;2;0;0;0;23
2001;200;Comoros;2;2;66;0;33;12
2001;201;Cape Verde;2;2;15;0;7,5;14
2001;202;Djibouti;2;2;44;1;22;16
2001;203;Grenada;2;2;49;0;24,5;29
2001;204;Liberia;2;2;64;0;32;19
2001;205;Montserrat;2;2;28;2;14;26
2001;206;Tonga;2;2;67;7;33,5;18
2001;207;Aruba;1;1;9;0;9;11
2001;208;French Southern Territories;1;1;11;0;11;4
2001;209;Antigua and Barbuda;1;1;4;3;4;11
2001;210;Gibraltar;1;1;9;1;9;17
2001;211;Kiribati;1;1;8;0;8;8
2001;212;Saint Kitts and Nevis;1;1;0;0;0;20
2001;213;Nauru;1;1;6;0;6;6
2001;214;Turks and Caicos Islands;1;1;34;1;34;11
2001;215;Tuvalu;1;1;10;1;10;7
2002;1;United States;347404;330085;12253774;5730169;35,27;1648
2002;2;Japan;93686;91873;1874992;525131;20,01;745
2002;3;United Kingdom;90851;83482;2854647;647193;31,42;1015
2002;4;Germany;85078;82019;2267879;553318;26,66;887
2002;5;France;60596;58354;1537063;332988;25,37;811
2002;6;China;58690;58399;674134;349798;11,49;495
2002;7;Italy;43981;42214;1128184;246178;25,65;713
2002;8;Canada;43235;41318;1296331;242412;29,98;794
2002;9;Russian Federation;32742;32487;263687;79814;8,05;390
2002;10;Spain;32008;30403;735217;177543;22,97;591
2002;11;Australia;28570;26953;812851;162666;28,45;644
2002;12;India;26917;26003;380120;129581;14,12;383
2002;13;Netherlands;24647;23677;846594;131691;34,35;694
2002;14;South Korea;20958;20626;391089;80124;18,66;424
2002;15;Sweden;17613;17148;588823;89137;33,43;614
2002;16;Brazil;16904;16619;296307;95358;17,53;379
2002;17;Switzerland;16903;16177;625484;78480;37;686
2002;18;Poland;15708;15471;195130;52015;12,42;371
2002;19;Taiwan;14843;14555;276411;59271;18,62;331
2002;20;Belgium;13272;12802;393500;51959;29,65;547
2002;21;Turkey;11988;11462;173311;44861;14,46;266
2002;22;Israel;11549;11108;339699;46035;29,41;496
2002;23;Austria;9697;9268;257984;33609;26,6;449
2002;24;Denmark;9297;8954;312783;42640;33,64;518
2002;25;Finland;9012;8843;285392;41755;31,67;443
2002;26;Greece;7471;7205;157310;26588;21,06;326
2002;27;Hong Kong;7453;7197;194252;25394;26,06;359
2002;28;Mexico;7008;6863;114363;24437;16,32;289
2002;29;Czech Republic;6763;6671;95297;23178;14,09;294
2002;30;Norway;6553;6257;197371;31141;30,12;402
2002;31;Singapore;5965;5845;133774;15769;22,43;349
2002;32;Ukraine;5887;5844;37471;11261;6,37;174
2002;33;Argentina;5711;5574;102683;22483;17,98;273
2002;34;New Zealand;5474;5176;137515;20428;25,12;351
2002;35;Hungary;5375;5250;108009;16373;20,09;301
2002;36;South Africa;5346;5054;89187;20195;16,68;292
2002;37;Portugal;4928;4825;111105;20580;22,55;297
2002;38;Ireland;3848;3632;98443;10799;25,58;332
2002;39;Egypt;3367;3326;44479;8543;13,21;165
2002;40;Iran;2930;2895;39974;16044;13,64;180
2002;41;Chile;2750;2701;57243;11114;20,82;233
2002;42;Romania;2647;2617;29156;5933;11,01;167
2002;43;Slovakia;2547;2504;28202;6057;11,07;180
2002;44;Thailand;2454;2407;42785;6458;17,43;213
2002;45;Croatia;2382;2350;23848;5599;10,01;177
2002;46;Slovenia;2201;2172;32977;6578;14,98;189
2002;47;Bulgaria;2008;1979;26181;4333;13,04;167
2002;48;Saudi Arabia;1901;1800;24567;3174;12,92;164
2002;49;Malaysia;1469;1445;21087;4290;14,35;165
2002;50;Pakistan;1441;1368;12821;3837;8,9;148
2002;51;Belarus;1412;1407;11292;2015;8;122
2002;52;Venezuela;1361;1337;17490;2662;12,85;155
2002;53;Cuba;1298;1281;9548;2139;7,36;115
2002;54;Morocco;1246;1212;14988;2770;12,03;117
2002;55;Tunisia;1136;1116;11687;2843;10,29;109
2002;56;Nigeria;1129;1103;10801;2643;9,57;115
2002;57;Colombia;909;898;15804;2287;17,39;169
2002;58;Lithuania;789;784;11196;2311;14,19;133
2002;59;Jordan;716;709;8473;1117;11,83;102
2002;60;Kenya;696;667;15985;2188;22,97;165
2002;61;Estonia;677;669;13009;2531;19,22;162
2002;62;Algeria;632;624;6452;1162;10,21;97
2002;63;Kuwait;585;575;8363;965;14,3;100
2002;64;Bangladesh;558;550;8485;1439;15,21;124
2002;65;Indonesia;552;540;10344;851;18,74;140
2002;66;Philippines;550;544;12007;1253;21,83;147
2002;67;United Arab Emirates;528;509;6460;636;12,23;112
2002;68;Lebanon;490;462;8046;760;16,42;122
2002;69;Latvia;445;442;5408;798;12,15;104
2002;70;Iceland;434;427;17154;1485;39,53;198
2002;71;Puerto Rico;429;417;9769;812;22,77;156
2002;72;Armenia;411;402;4576;989;11,13;126
2002;73;Uruguay;391;378;8020;1194;20,51;124
2002;74;Viet Nam;375;373;7160;920;19,09;133
2002;75;Uzbekistan;368;367;1911;294;5,19;64
2002;76;Oman;306;298;4719;528;15,42;83
2002;77;Georgia;301;299;4143;648;13,76;101
2002;78;Costa Rica;286;281;8629;763;30,17;127
2002;79;Azerbaijan;284;284;1489;340;5,24;58
2002;80;Zimbabwe;276;262;4496;403;16,29;90
2002;81;Sri Lanka;273;260;4619;453;16,92;107
2002;82;Cyprus;271;270;6951;677;25,65;113
2002;83;Tanzania;266;259;5350;929;20,11;113
2002;84;Kazakhstan;259;253;1635;381;6,31;64
2002;85;Serbia;259;252;2766;215;10,68;100
2002;86;Cameroon;255;251;4094;989;16,05;85
2002;87;Peru;250;238;5306;528;21,22;140
2002;88;Ethiopia;231;230;3610;861;15,63;88
2002;89;Macedonia;215;214;2014;255;9,37;74
2002;90;Moldova;212;211;2519;404;11,88;74
2002;91;Nepal;193;169;2604;337;13,49;87
2002;92;Ghana;192;187;3298;362;17,18;92
2002;93;Jamaica;186;173;2485;377;13,36;71
2002;94;Uganda;185;176;3863;771;20,88;118
2002;95;Senegal;182;172;3267;441;17,95;89
2002;96;Trinidad and Tobago;180;171;2897;152;16,09;72
2002;97;North Korea;157;152;4509;32;28,72;75
2002;98;Botswana;152;150;1721;245;11,32;71
2002;99;Ecuador;148;144;3185;489;21,52;100
2002;100;Luxembourg;132;122;2667;144;20,2;105
2002;101;Côte d'Ivoire;128;125;3133;233;24,48;82
2002;102;Syrian Arab Republic;126;125;2118;179;16,81;74
2002;103;Iraq;121;116;853;99;7,05;51
2002;104;Qatar;120;118;788;40;6,57;70
2002;105;Malawi;115;108;2581;370;22,44;97
2002;106;Burkina Faso;114;108;2000;376;17,54;77
2002;107;Panama;108;104;6022;623;55,76;128
2002;108;Palestine ;106;100;1259;140;11,88;53
2002;109;Sudan;104;99;1239;178;11,91;65
2002;110;Bolivia;94;93;2135;166;22,71;78
2002;111;Zambia;91;87;1679;173;18,45;83
2002;112;Benin;83;80;1937;214;23,34;59
2002;113;Bosnia and Herzegovina;82;76;987;124;12,04;55
2002;114;Bahrain;79;75;1163;78;14,72;48
2002;115;Mauritius;76;74;1033;72;13,59;50
2002;116;Malta;75;71;2166;89;28,88;75
2002;117;Papua New Guinea;69;68;1071;121;15,52;66
2002;118;Madagascar;67;64;1276;191;19,04;68
2002;119;Gabon;63;57;1543;221;24,49;73
2002;120;Congo;59;53;1040;120;17,63;63
2002;121;Mali;58;58;1141;123;19,67;68
2002;122;Libyan Arab Jamahiriya;56;54;484;32;8,64;45
2002;123;Namibia;56;55;662;69;11,82;67
2002;124;Guatemala;54;47;1302;56;24,11;63
2002;125;Barbados;52;52;702;63;13,5;60
2002;126;Fiji;51;51;549;39;10,76;52
2002;127;Gambia;50;47;1473;120;29,46;90
2002;128;Mongolia;50;50;1320;164;26,4;65
2002;129;Tajikistan;49;49;244;29;4,98;28
2002;130;Cambodia;48;43;778;99;16,21;65
2002;131;Albania;44;42;534;55;12,14;43
2002;132;French Polynesia;42;41;869;61;20,69;54
2002;133;Guadeloupe;39;39;742;56;19,03;49
2002;134;Yemen;39;38;767;62;19,67;46
2002;135;Monaco;37;34;880;100;23,78;69
2002;136;Kyrgyzstan;36;36;526;40;14,61;40
2002;137;Mozambique;35;34;578;76;16,51;66
2002;138;New Caledonia;34;34;795;52;23,38;66
2002;139;Honduras;33;33;651;23;19,73;48
2002;140;Brunei Darussalam;32;32;671;57;20,97;49
2002;141;Niger;32;31;383;43;11,97;54
2002;142;French Guiana;29;28;447;38;15,41;51
2002;143;El Salvador;29;29;567;35;19,55;40
2002;144;Togo;29;28;287;23;9,9;37
2002;145;Guam;28;28;718;50;25,64;52
2002;146;Macao;28;27;299;6;10,68;47
2002;147;Bermuda;27;25;1867;100;69,15;69
2002;148;Myanmar;26;24;497;82;19,12;46
2002;149;Paraguay;26;24;447;9;17,19;54
2002;150;Swaziland;25;25;261;14;10,44;41
2002;151;Angola;24;24;172;10;7,17;31
2002;152;Greenland;24;22;605;83;25,21;45
2002;153;Falkland Islands (Malvinas);21;18;279;79;13,29;31
2002;154;Guyana;21;20;266;22;12,67;30
2002;155;Laos;21;21;281;38;13,38;54
2002;156;Dominican Republic;20;20;475;23;23,75;47
2002;157;Eritrea;20;20;237;11;11,85;32
2002;158;Mauritania;19;19;382;15;20,11;30
2002;159;Martinique;18;17;242;15;13,44;36
2002;160;Netherlands Antilles;17;16;305;2;17,94;42
2002;161;Guinea;17;17;376;25;22,12;41
2002;162;Liechtenstein;15;15;218;14;14,53;50
2002;163;Nicaragua;15;14;331;19;22,07;56
2002;164;Montenegro;14;14;36;5;2,57;28
2002;165;Bahamas;13;13;149;15;11,46;32
2002;166;Haïti;13;11;501;24;38,54;43
2002;167;Reunion;13;13;77;4;5,92;34
2002;168;Lesotho;12;11;149;2;12,42;26
2002;169;Central African Republic;11;10;291;12;26,45;39
2002;170;Guinea-Bissau;11;11;284;38;25,82;47
2002;171;Montserrat;11;11;472;69;42,91;26
2002;172;Suriname;11;11;176;8;16;27
2002;173;Bhutan;10;10;82;18;8,2;23
2002;174;Faroe Islands;10;10;247;35;24,7;45
2002;175;Seychelles;10;10;135;11;13,5;41
2002;176;Rwanda;9;8;155;1;17,22;48
2002;177;Sierra Leone;9;9;165;0;18,33;26
2002;178;Turkmenistan;9;9;64;1;7,11;19
2002;179;Samoa;9;9;140;4;15,56;25
2002;180;Belize;8;8;252;11;31,5;32
2002;181;Chad;8;8;95;4;11,88;32
2002;182;Afghanistan;6;6;6;0;1;29
2002;183;American Samoa;6;6;27;0;4,5;20
2002;184;Democratic Republic Congo;6;5;56;1;9,33;38
2002;185;Antigua and Barbuda;4;4;16;3;4;11
2002;186;Cayman Islands;4;4;193;1;48,25;20
2002;187;Saint Kitts and Nevis;4;4;139;1;34,75;20
2002;188;Liberia;4;4;83;5;20,75;19
2002;189;Virgin Islands (U.S.);4;4;251;0;62,75;27
2002;190;Vanuatu;4;4;62;5;15,5;26
2002;191;Andorra;3;2;18;2;6;20
2002;192;Burundi;3;3;65;0;21,67;28
2002;193;Dominica;3;3;40;1;13,33;21
2002;194;Grenada;3;3;138;1;46;29
2002;195;Saint Lucia;3;3;2;0;0,67;16
2002;196;Palau;3;3;65;1;21,67;24
2002;197;Sao Tome and Principe;3;3;90;10;30;15
2002;198;Tonga;3;3;49;8;16,33;18
2002;199;Aruba;2;2;54;1;27;11
2002;200;Djibouti;2;2;8;1;4;16
2002;201;Equatorial Guinea;2;2;24;5;12;18
2002;202;Solomon Islands;2;2;49;3;24,5;31
2002;203;Saint Vincent and The Grenadines;2;2;105;1;52,5;11
2002;204;French Southern Territories;1;1;15;0;15;4
2002;205;Cocos (Keeling) Islands;1;1;124;0;124;4
2002;206;Cook Islands;1;1;77;0;77;13
2002;207;Comoros;1;1;5;1;5;12
2002;208;Cape Verde;1;1;0;0;0;14
2002;209;Gibraltar;1;1;75;0;75;17
2002;210;Northern Mariana Islands;1;1;29;0;29;13
2002;211;Norfolk Island;1;1;1;0;1;6
2002;212;San Marino;1;1;25;0;25;21
2002;213;Somalia;1;1;16;1;16;14
2002;214;Saint Pierre and Miquelon;1;1;0;0;0;1
2002;215;Turks and Caicos Islands;1;1;13;0;13;11
2002;216;Tuvalu;1;1;19;0;19;7
2003;1;United States;388908;361329;12676085;5897712;32,59;1648
2003;2;United Kingdom;104245;92126;3083097;694976;29,58;1015
2003;3;Japan;101341;98686;1997392;539956;19,71;745
2003;4;Germany;96064;91688;2472872;599533;25,74;887
2003;5;China;71919;71109;902654;459780;12,55;495
2003;6;France;68142;65156;1704841;362633;25,02;811
2003;7;Canada;51387;47964;1519326;273487;29,57;794
2003;8;Italy;50886;48179;1225577;268167;24,08;713
2003;9;Spain;36802;34601;828063;192166;22,5;591
2003;10;Russian Federation;33568;33224;301884;85513;8,99;390
2003;11;Australia;33398;30595;895128;183246;26,8;644
2003;12;India;31452;29865;443077;147481;14,09;383
2003;13;Netherlands;28347;26622;1001861;149137;35,34;694
2003;14;South Korea;26104;25658;476639;94253;18,26;424
2003;15;Sweden;20580;19623;691007;95266;33,58;614
2003;16;Switzerland;20485;19332;721165;89468;35,2;686
2003;17;Brazil;19200;18744;320769;102587;16,71;379
2003;18;Poland;18217;17920;240827;58787;13,22;371
2003;19;Taiwan;17160;16689;313418;66018;18,26;331
2003;20;Belgium;15743;15004;471377;60886;29,94;547
2003;21;Turkey;14845;14104;210702;51556;14,19;266
2003;22;Israel;13247;12523;372401;49650;28,11;496
2003;23;Austria;11375;10737;300124;37712;26,38;449
2003;24;Denmark;10745;10238;384538;52103;35,79;518
2003;25;Finland;10361;9977;310259;44373;29,94;443
2003;26;Hong Kong;9264;8746;240906;31564;26;359
2003;27;Greece;8569;8190;175390;27901;20,47;326
2003;28;Mexico;8487;8248;132028;28402;15,56;289
2003;29;Czech Republic;8016;7854;118264;26146;14,75;294
2003;30;Norway;7450;7055;221646;31117;29,75;402
2003;31;Singapore;7270;6938;168655;19546;23,2;349
2003;32;New Zealand;6555;6019;167579;22718;25,57;351
2003;33;Portugal;6052;5888;126758;23309;20,94;297
2003;34;Ukraine;6040;5985;45048;11428;7,46;174
2003;35;Argentina;6016;5814;113812;23265;18,92;273
2003;36;Hungary;5956;5801;126636;17527;21,26;301
2003;37;South Africa;5912;5502;104133;22209;17,61;292
2003;38;Ireland;4535;4145;119765;11825;26,41;332
2003;39;Iran;4216;4120;60821;21746;14,43;180
2003;40;Egypt;3964;3903;51545;9941;13;165
2003;41;Chile;3165;3062;73371;12933;23,18;233
2003;42;Thailand;3131;3024;62633;8910;20;213
2003;43;Romania;3015;2969;33529;7162;11,12;167
2003;44;Croatia;2865;2799;28731;5971;10,03;177
2003;45;Slovakia;2844;2781;33709;6464;11,85;180
2003;46;Slovenia;2722;2665;44641;7079;16,4;189
2003;47;Bulgaria;2316;2282;27604;4348;11,92;167
2003;48;Saudi Arabia;2260;2157;26742;3218;11,83;164
2003;49;Malaysia;1946;1855;27820;5300;14,3;165
2003;50;Pakistan;1642;1527;19063;4436;11,61;148
2003;51;Venezuela;1575;1530;25267;2617;16,04;155
2003;52;Belarus;1474;1469;10785;2197;7,32;122
2003;53;Nigeria;1370;1322;17586;3462;12,84;115
2003;54;Morocco;1319;1279;15251;2511;11,56;117
2003;55;Tunisia;1307;1266;13087;2966;10,01;109
2003;56;Cuba;1105;1079;11726;2375;10,61;115
2003;57;Colombia;1050;1014;18758;2683;17,86;169
2003;58;Lithuania;870;855;12088;2235;13,89;133
2003;59;Algeria;847;835;7810;1686;9,22;97
2003;60;Jordan;830;826;10705;1196;12,9;102
2003;61;Kenya;827;792;20439;3441;24,71;165
2003;62;United Arab Emirates;801;772;10062;1000;12,56;112
2003;63;Estonia;781;768;16138;3015;20,66;162
2003;64;Indonesia;751;695;12330;1200;16,42;140
2003;65;Bangladesh;726;701;11840;1996;16,31;124
2003;66;Kuwait;685;667;8673;1041;12,66;100
2003;67;Philippines;671;621;12785;1201;19,05;147
2003;68;Lebanon;637;587;9372;926;14,71;122
2003;69;Viet Nam;606;580;12450;1301;20,54;133
2003;70;Puerto Rico;576;559;11597;849;20,13;156
2003;71;Iceland;482;466;19649;1601;40,77;198
2003;72;Armenia;476;466;6549;1342;13,76;126
2003;73;Uruguay;458;446;9800;1364;21,4;124
2003;74;Oman;410;399;4914;501;11,99;83
2003;75;Peru;410;394;11290;1212;27,54;140
2003;76;Latvia;388;384;5384;662;13,88;104
2003;77;Sri Lanka;386;366;8784;755;22,76;107
2003;78;Uzbekistan;383;378;3001;540;7,84;64
2003;79;Tanzania;368;352;9158;1248;24,89;113
2003;80;Ethiopia;357;348;6357;1201;17,81;88
2003;81;Kazakhstan;345;338;2508;366;7,27;64
2003;82;Azerbaijan;342;340;1859;525;5,44;58
2003;83;Cameroon;340;334;5610;1265;16,5;85
2003;84;Senegal;311;297;5375;565;17,28;89
2003;85;Zimbabwe;311;300;6125;412;19,69;90
