Year;Rank;Country;Documents;Citable.documents;Citations;Self.Citations;Citations.per.Document;H.index
2005;170;Central African Republic;25;23;382;28;15,28;39
2005;171;Vanuatu;25;22;249;25;9,96;26
2005;172;Afghanistan;21;16;291;65;13,86;29
2005;173;Belize;19;18;325;21;17,11;32
2005;174;Grenada;19;17;338;9;17,79;29
2005;175;Bahamas;17;16;104;25;6,12;32
2005;176;Democratic Republic Congo;17;16;143;6;8,41;38
2005;177;Sierra Leone;17;16;192;8;11,29;26
2005;178;Bhutan;16;15;202;8;12,63;23
2005;179;Guinea;16;16;347;11;21,69;41
2005;180;Lesotho;16;16;187;17;11,69;26
2005;181;Suriname;16;15;219;13;13,69;27
2005;182;Federated States of Micronesia;14;14;59;5;4,21;22
2005;183;Seychelles;14;13;295;18;21,07;41
2005;184;Virgin Islands (U.S.);14;14;259;14;18,5;27
2005;185;San Marino;12;12;266;0;22,17;21
2005;186;Dominica;11;11;189;19;17,18;21
2005;187;Maldives;11;11;37;2;3,36;20
2005;188;Northern Mariana Islands;11;11;134;17;12,18;13
2005;189;Samoa;11;10;125;7;11,36;25
2005;190;Andorra;10;9;148;8;14,8;20
2005;191;Solomon Islands;10;9;309;10;30,9;31
2005;192;Turkmenistan;10;10;100;18;10;19
2005;193;Burundi;9;9;103;7;11,44;28
2005;194;Palau;9;9;143;15;15,89;24
2005;195;Antigua and Barbuda;7;6;86;2;12,29;11
2005;196;Cayman Islands;7;7;52;7;7,43;20
2005;197;Saint Kitts and Nevis;6;5;82;4;13,67;20
2005;198;Djibouti;5;5;41;11;8,2;16
2005;199;Equatorial Guinea;5;5;75;0;15;18
2005;200;Liberia;5;3;48;6;9,6;19
2005;201;Saint Lucia;5;5;27;0;5,4;16
2005;202;Montserrat;5;5;91;13;18,2;26
2005;203;Aruba;4;4;122;0;30,5;11
2005;204;American Samoa;4;4;24;1;6;20
2005;205;Comoros;4;4;31;3;7,75;12
2005;206;Mayotte;4;4;4;0;1;10
2005;207;Gibraltar;3;3;49;6;16,33;17
2005;208;Svalbard and Jan Mayen;3;3;30;0;10;8
2005;209;Tonga;3;3;22;4;7,33;18
2005;210;Virgin Islands (British);3;1;8;0;2,67;19
2005;211;Cape Verde;2;2;12;0;6;14
2005;212;Marshall Islands;2;2;9;0;4,5;16
2005;213;Nauru;2;2;0;0;0;6
2005;214;Timor-Leste;2;2;7;0;3,5;11
2005;215;Cook Islands;1;1;3;0;3;13
2005;216;Niue;1;1;0;0;0;2
2005;217;Saint Helena;1;1;17;0;17;3
2005;218;Sao Tome and Principe;1;1;10;2;10;15
2005;219;Turks and Caicos Islands;1;1;65;0;65;11
2005;220;Tuvalu;1;1;9;1;9;7
2005;221;Wallis and Futuna;1;1;3;0;3;4
2006;1;United States;502736;453567;11305615;5329049;22,49;1648
2006;2;China;188463;187193;1581215;873903;8,39;495
2006;3;United Kingdom;136058;118167;2915917;693324;21,43;1015
2006;4;Germany;123880;114889;2369646;610033;19,13;887
2006;5;Japan;122244;118636;1712510;470128;14,01;745
2006;6;France;87190;82040;1608095;364763;18,44;811
2006;7;Canada;71331;65562;1543328;290836;21,64;794
2006;8;Italy;66976;62121;1246107;286343;18,61;713
2006;9;Spain;52744;48924;926270;223502;17,56;591
2006;10;Australia;48032;43424;971904;209155;20,23;644
2006;11;India;46239;43731;533036;180934;11,53;383
2006;12;South Korea;42827;42075;541590;114334;12,65;424
2006;13;Netherlands;38181;34884;976883;159987;25,59;694
2006;14;Russian Federation;34933;34441;263649;76628;7,55;390
2006;15;Brazil;33450;32151;403273;145268;12,06;379
2006;16;Taiwan;28864;28157;375223;85134;13;331
2006;17;Switzerland;27896;25801;743399;100322;26,65;686
2006;18;Sweden;25274;23723;600761;91922;23,77;614
2006;19;Poland;25244;24604;262673;61823;10,41;371
2006;20;Turkey;22826;21604;252426;60616;11,06;266
2006;21;Belgium;20657;19088;468549;66985;22,68;547
2006;22;Israel;15596;14665;327370;44847;20,99;496
2006;23;Austria;14793;13625;295549;39368;19,98;449
2006;24;Greece;14381;13386;226329;34406;15,74;326
2006;25;Denmark;13776;12755;364817;50850;26,48;518
2006;26;Finland;13382;12674;272197;41854;20,34;443
2006;27;Hong Kong;13123;12308;229721;30140;17,51;359
2006;28;Mexico;12214;11823;141330;28526;11,57;289
2006;29;Czech Republic;11469;11170;146175;32933;12,75;294
2006;30;Singapore;11367;10766;200183;24055;17,61;349
2006;31;Iran;11364;11129;118247;44341;10,41;180
2006;32;Norway;11226;10363;239189;37581;21,31;402
2006;33;Portugal;10080;9685;170318;32080;16,9;297
2006;34;New Zealand;9099;8189;178721;26566;19,64;351
2006;35;South Africa;8432;7796;130316;28295;15,45;292
2006;36;Hungary;7653;7340;114527;16798;14,96;301
2006;37;Ireland;7633;6964;154812;18232;20,28;332
2006;38;Argentina;7429;7145;120128;25093;16,17;273
2006;39;Ukraine;6640;6577;40907;11133;6,16;174
2006;40;Thailand;5920;5729;80410;13334;13,58;213
2006;41;Egypt;5097;4993;56105;10177;11,01;165
2006;42;Chile;4885;4707;75522;14714;15,46;233
2006;43;Romania;4573;4495;38600;8993;8,44;167
2006;44;Malaysia;4340;4165;38714;9207;8,92;165
2006;45;Croatia;3825;3690;32399;6727;8,47;177
2006;46;Slovakia;3641;3551;43658;7507;11,99;180
2006;47;Pakistan;3443;3262;29496;8285;8,57;148
2006;48;Slovenia;3374;3251;48750;8171;14,45;189
2006;49;Bulgaria;2816;2742;33744;4972;11,98;167
2006;50;Nigeria;2764;2685;21316;5246;7,71;115
2006;51;Saudi Arabia;2584;2465;22663;3281;8,77;164
2006;52;Tunisia;2573;2479;21342;4749;8,29;109
2006;53;Colombia;2033;1952;28210;4549;13,88;169
2006;54;Venezuela;1945;1882;17624;2104;9,06;155
2006;55;Lithuania;1857;1806;18875;4358;10,16;133
2006;56;Algeria;1804;1783;15057;2992;8,35;97
2006;57;Cuba;1785;1724;12131;2396;6,8;115
2006;58;Belarus;1559;1544;9449;1781;6,06;122
2006;59;Morocco;1513;1440;15644;2839;10,34;117
2006;60;United Arab Emirates;1408;1318;14446;1353;10,26;112
2006;61;Jordan;1288;1260;14125;1488;10,97;102
2006;62;Estonia;1244;1199;20729;3995;16,66;162
2006;63;Indonesia;1215;1155;16422;1652;13,52;140
2006;64;Bangladesh;1104;1069;14139;2536;12,81;124
2006;65;Lebanon;1032;935;12521;1155;12,13;122
2006;66;Kenya;1029;970;18968;3679;18,43;165
2006;67;Viet Nam;977;942;16420;1994;16,81;133
2006;68;Kuwait;932;893;8187;985;8,78;100
2006;69;Puerto Rico;910;874;15894;1161;17,47;156
2006;70;Philippines;875;818;15519;1427;17,74;147
2006;71;Cyprus;673;625;9817;1177;14,59;113
2006;72;Iceland;673;615;18579;1850;27,61;198
2006;73;Peru;652;597;11843;1370;18,16;140
2006;74;Uruguay;619;586;10045;1445;16,23;124
2006;75;Armenia;599;584;9482;1292;15,83;126
2006;76;Sri Lanka;592;555;8044;701;13,59;107
2006;77;Tanzania;587;562;11141;1838;18,98;113
2006;78;Cameroon;585;570;7739;1641;13,23;85
2006;79;Georgia;560;523;4760;711;8,5;101
2006;80;Latvia;556;544;7203;718;12,96;104
2006;81;Oman;550;518;4971;569;9,04;83
2006;82;Serbia;522;505;2303;580;4,41;100
2006;83;Ethiopia;499;489;7259;1548;14,55;88
2006;84;Nepal;467;423;6718;769;14,39;87
2006;85;North Korea;466;462;7787;38;16,71;75
2006;86;Uganda;465;441;10173;1761;21,88;118
2006;87;Costa Rica;446;427;8260;802;18,52;127
2006;88;Uzbekistan;443;442;3459;503;7,81;64
2006;89;Luxembourg;416;394;6967;524;16,75;105
2006;90;Ghana;386;370;5904;754;15,3;92
2006;91;Macedonia;380;367;2912;312;7,66;74
2006;92;Azerbaijan;379;374;2076;452;5,48;58
2006;93;Iraq;330;313;2265;255;6,86;51
2006;94;Kazakhstan;322;316;1905;269;5,92;64
2006;95;Ecuador;313;288;6231;995;19,91;100
2006;96;Botswana;308;290;4281;527;13,9;71
2006;97;Moldova;295;291;3031;487;10,27;74
2006;98;Qatar;293;286;2848;263;9,72;70
2006;99;Zimbabwe;291;279;5225;616;17,96;90
2006;100;Senegal;286;263;3963;440;13,86;89
2006;101;Bahrain;272;245;1845;138;6,78;48
2006;102;Trinidad and Tobago;260;237;2688;222;10,34;72
2006;103;Burkina Faso;248;242;4158;619;16,77;77
2006;104;Panama;248;227;10597;873;42,73;128
2006;105;Bosnia and Herzegovina;240;232;1920;232;8;55
2006;106;Jamaica;229;202;3869;237;16,9;71
2006;107;Syrian Arab Republic;225;219;2962;267;13,16;74
2006;108;Côte d'Ivoire;205;194;2506;305;12,22;82
2006;109;Sudan;205;195;2150;316;10,49;65
2006;110;Malawi;203;186;4502;704;22,18;97
2006;111;Bolivia;194;178;3488;333;17,98;78
2006;112;Palestine ;185;179;2031;190;10,98;53
2006;113;Benin;175;171;2053;355;11,73;59
2006;114;Zambia;165;157;3772;516;22,86;83
2006;115;Malta;158;142;3583;199;22,68;75
2006;116;Congo;154;145;2232;205;14,49;63
2006;117;Libyan Arab Jamahiriya;150;144;1388;54;9,25;45
2006;118;Madagascar;144;142;2796;388;19,42;68
2006;119;Macao;139;135;1549;136;11,14;47
2006;120;Fiji;133;125;1611;147;12,11;52
2006;121;Mali;130;123;2192;238;16,86;68
2006;122;New Caledonia;128;126;2565;443;20,04;66
2006;123;Mongolia;123;117;1440;184;11,71;65
2006;124;Namibia;122;114;3695;310;30,29;67
2006;125;Cambodia;121;107;1872;218;15,47;65
2006;126;Gabon;120;114;2391;239;19,93;73
2006;127;Gambia;113;109;3805;339;33,67;90
2006;128;Mozambique;108;106;1783;198;16,51;66
2006;129;Yemen;98;96;1273;105;12,99;46
2006;130;Laos;95;92;2099;291;22,09;54
2006;131;Nicaragua;91;86;1780;131;19,56;56
2006;132;Brunei Darussalam;90;76;1097;69;12,19;49
2006;133;Guatemala;90;81;1427;114;15,86;63
2006;134;Mauritius;90;88;1399;77;15,54;50
2006;135;Barbados;87;79;920;69;10,57;60
2006;136;Monaco;84;76;1360;207;16,19;69
2006;137;Papua New Guinea;84;81;1387;147;16,51;66
2006;138;Kyrgyzstan;79;79;737;55;9,33;40
2006;139;Guadeloupe;77;74;2502;138;32,49;49
2006;140;Albania;74;70;847;39;11,45;43
2006;141;Myanmar;72;68;890;51;12,36;46
2006;142;Liechtenstein;68;68;1321;116;19,43;50
2006;143;Niger;67;64;1247;123;18,61;54
2006;144;French Guiana;64;55;1001;81;15,64;51
2006;145;Paraguay;62;60;1811;33;29,21;54
2006;146;Togo;62;51;561;59;9,05;37
2006;147;French Polynesia;53;51;769;94;14,51;54
2006;148;Montenegro;50;47;177;50;3,54;28
2006;149;El Salvador;49;46;519;19;10,59;40
2006;150;Rwanda;48;44;838;70;17,46;48
2006;151;Greenland;46;46;959;110;20,85;45
2006;152;Dominican Republic;45;43;693;30;15,4;47
2006;153;Tajikistan;45;45;361;36;8,02;28
2006;154;Eritrea;43;41;701;57;16,3;32
2006;155;Grenada;43;38;409;34;9,51;29
2006;156;Honduras;43;42;759;20;17,65;48
2006;157;Guam;42;34;523;30;12,45;52
2006;158;Afghanistan;40;32;229;16;5,73;29
2006;159;Reunion;40;36;421;17;10,53;34
2006;160;Bermuda;38;35;1215;57;31,97;69
2006;161;Swaziland;38;36;781;17;20,55;41
2006;162;Angola;37;34;349;13;9,43;31
2006;163;Guinea;37;37;546;28;14,76;41
2006;164;Haïti;37;36;1004;75;27,14;43
2006;165;Bhutan;35;35;568;39;16,23;23
2006;166;Chad;33;32;574;47;17,39;32
2006;167;Guyana;31;26;293;7;9,45;30
2006;168;Netherlands Antilles;29;28;599;12;20,66;42
2006;169;Central African Republic;28;26;378;25;13,5;39
2006;170;Mauritania;26;25;296;12;11,38;30
2006;171;Seychelles;26;24;1926;67;74,08;41
2006;172;Martinique;25;24;326;18;13,04;36
2006;173;Faroe Islands;22;18;394;40;17,91;45
2006;174;Lesotho;21;21;307;12;14,62;26
2006;175;Belize;19;19;262;15;13,79;32
2006;176;Democratic Republic Congo;19;18;283;5;14,89;38
2006;177;Sierra Leone;19;17;137;6;7,21;26
2006;178;Falkland Islands (Malvinas);18;18;364;52;20,22;31
2006;179;Virgin Islands (U.S.);17;17;261;10;15,35;27
2006;180;Samoa;17;16;208;21;12,24;25
2006;181;Federated States of Micronesia;15;12;242;13;16,13;22
2006;182;Solomon Islands;15;12;142;12;9,47;31
2006;183;Cayman Islands;14;14;35;4;2,5;20
2006;184;Vanuatu;14;13;187;18;13,36;26
2006;185;Burundi;13;12;57;3;4,38;28
2006;186;Guinea-Bissau;13;12;232;92;17,85;47
2006;187;Bahamas;12;11;176;11;14,67;32
2006;188;Cape Verde;12;12;149;13;12,42;14
2006;189;Marshall Islands;12;10;157;5;13,08;16
2006;190;Palau;12;12;140;6;11,67;24
2006;191;San Marino;12;12;108;1;9;21
2006;192;Turkmenistan;12;12;193;8;16,08;19
2006;193;Andorra;11;11;144;9;13,09;20
2006;194;Dominica;11;11;93;7;8,45;21
2006;195;Liberia;11;9;59;2;5,36;19
2006;196;American Samoa;10;10;302;16;30,2;20
2006;197;Suriname;10;9;106;5;10,6;27
2006;198;Equatorial Guinea;9;8;72;16;8;18
2006;199;Saint Lucia;9;6;46;2;5,11;16
2006;200;Saint Kitts and Nevis;8;8;162;7;20,25;20
2006;201;Maldives;8;8;53;2;6,63;20
2006;202;Mayotte;8;7;40;3;5;10
2006;203;Timor-Leste;8;8;90;7;11,25;11
2006;204;Djibouti;7;6;123;4;17,57;16
2006;205;Tonga;7;6;76;0;10,86;18
2006;206;Antigua and Barbuda;6;6;72;0;12;11
2006;207;Virgin Islands (British);6;6;506;10;84,33;19
2006;208;Gibraltar;5;5;191;17;38,2;17
2006;209;Montserrat;5;5;83;10;16,6;26
2006;210;Somalia;4;4;49;11;12,25;14
2006;211;Kiribati;3;2;29;0;9,67;8
2006;212;Niue;3;2;2;0;0,67;2
2006;213;Sao Tome and Principe;3;3;46;3;15,33;15
2006;214;Turks and Caicos Islands;3;3;29;0;9,67;11
2006;215;Tuvalu;3;3;14;0;4,67;7
2006;216;Saint Vincent and The Grenadines;3;3;53;1;17,67;11
2006;217;Cocos (Keeling) Islands;2;2;4;0;2;4
2006;218;Northern Mariana Islands;2;2;10;0;5;13
2006;219;Anguilla;1;1;9;0;9;6
2006;220;Cook Islands;1;1;8;2;8;13
2006;221;Comoros;1;1;1;0;1;12
2006;222;Christmas Island;1;1;4;0;4;3
2006;223;Nauru;1;1;0;0;0;6
2007;1;United States;499834;448181;10289446;4876572;20,59;1648
2007;2;China;215247;213664;1738892;967587;8,08;495
2007;3;United Kingdom;142697;123175;2819927;674233;19,76;1015
2007;4;Germany;127352;118449;2350122;600788;18,45;887
2007;5;Japan;118140;114427;1576138;439249;13,34;745
2007;6;France;90250;84753;1560718;355173;17,29;811
2007;7;Canada;75375;69175;1471101;277093;19,52;794
2007;8;Italy;72000;66670;1249348;288756;17,35;713
2007;9;Spain;56660;52562;929335;225075;16,4;591
2007;10;Australia;51869;46893;944405;206736;18,21;644
2007;11;India;51569;48614;546369;184278;10,59;383
2007;12;South Korea;46932;46055;554298;120880;11,81;424
2007;13;Netherlands;39794;36303;959742;160762;24,12;694
2007;14;Brazil;36255;34765;404928;146279;11,17;379
2007;15;Russian Federation;35535;34978;249605;73882;7,02;390
2007;16;Taiwan;31915;31158;371396;85955;11,64;331
2007;17;Switzerland;29157;27028;711071;99785;24,39;686
2007;18;Sweden;25948;24472;575311;88533;22,17;614
2007;19;Poland;25419;24715;259870;59407;10,22;371
2007;20;Turkey;24886;23656;272428;62076;10,95;266
2007;21;Belgium;21810;20274;462845;68077;21,22;547
2007;22;Israel;16178;15035;301105;42241;18,61;496
2007;23;Austria;15964;14833;297931;40743;18,66;449
2007;24;Greece;15007;13959;215172;35239;14,34;326
2007;25;Iran;14915;14572;148558;54647;9,96;180
2007;26;Denmark;14583;13503;357769;50241;24,53;518
2007;27;Finland;13928;13152;269658;41950;19,36;443
2007;28;Hong Kong;13068;12360;235879;28076;18,05;359
2007;29;Czech Republic;12630;12321;144419;32974;11,43;294
2007;30;Mexico;12525;12056;136997;28768;10,94;289
2007;31;Norway;12117;11175;234436;37396;19,35;402
2007;32;Singapore;11638;10893;196958;24443;16,92;349
2007;33;Portugal;10574;10091;168888;32158;15,97;297
2007;34;New Zealand;9727;8768;171681;25599;17,65;351
2007;35;South Africa;8895;8116;123407;28379;13,87;292
2007;36;Ireland;8595;7731;161764;18973;18,82;332
2007;37;Hungary;8105;7758;115755;17487;14,28;301
2007;38;Argentina;7962;7605;112955;23526;14,19;273
2007;39;Ukraine;6809;6723;42926;11302;6,3;174
2007;40;Thailand;6660;6459;90107;14616;13,53;213
2007;41;Romania;6288;6185;47830;11022;7,61;167
2007;42;Egypt;5773;5636;56898;10283;9,86;165
2007;43;Chile;5250;5000;72693;14962;13,85;233
2007;44;Malaysia;5157;4959;44976;11196;8,72;165
2007;45;Croatia;4446;4290;33801;7301;7,6;177
2007;46;Pakistan;4198;4004;37247;10116;8,87;148
2007;47;Slovakia;3934;3827;42389;7156;10,78;180
2007;48;Slovenia;3770;3642;46890;8805;12,44;189
2007;49;Bulgaria;3531;3449;31753;5109;8,99;167
2007;50;Nigeria;3267;3200;25479;5844;7,8;115
2007;51;Tunisia;3049;2965;25757;5626;8,45;109
2007;52;Saudi Arabia;2773;2638;24809;3791;8,95;164
2007;53;Colombia;2465;2363;29158;4354;11,83;169
2007;54;Venezuela;2009;1934;16864;2132;8,39;155
2007;55;Algeria;2001;1992;14884;2944;7,44;97
2007;56;Lithuania;1923;1874;16393;4122;8,52;133
2007;57;Serbia;1922;1840;14008;3233;7,29;100
2007;58;Cuba;1791;1698;11477;2093;6,41;115
2007;59;Belarus;1709;1700;9124;1611;5,34;122
2007;60;Morocco;1623;1552;14553;2422;8,97;117
2007;61;Jordan;1543;1498;12066;1528;7,82;102
2007;62;Estonia;1492;1433;24148;4145;16,18;162
2007;63;Bangladesh;1463;1421;14011;2556;9,58;124
2007;64;United Arab Emirates;1421;1333;13607;1239;9,58;112
2007;65;Kenya;1248;1135;22199;3592;17,79;165
2007;66;Indonesia;1239;1157;16004;1942;12,92;140
2007;67;Viet Nam;1113;1052;15798;2311;14,19;133
2007;68;Lebanon;1092;1020;12552;1116;11,49;122
2007;69;Kuwait;965;928;9028;1030;9,36;100
2007;70;Philippines;954;846;14848;1534;15,56;147
2007;71;Puerto Rico;870;841;13618;927;15,65;156
2007;72;Cyprus;791;743;10785;1438;13,63;113
2007;73;Iceland;763;702;22698;1962;29,75;198
2007;74;Sri Lanka;729;661;7854;692;10,77;107
2007;75;Peru;687;649;13864;1290;20,18;140
2007;76;Uruguay;660;625;10992;1420;16,65;124
2007;77;Tanzania;635;605;12206;1981;19,22;113
2007;78;Latvia;632;615;5053;803;8;104
2007;79;Armenia;628;619;8352;1083;13,3;126
2007;80;Cameroon;619;593;7068;1482;11,42;85
2007;81;Oman;603;565;4743;587;7,87;83
2007;82;Uganda;592;545;10968;1970;18,53;118
2007;83;Ethiopia;574;543;7920;1577;13,8;88
2007;84;Nepal;568;516;5813;626;10,23;87
2007;85;Ghana;534;491;6304;753;11,81;92
2007;86;Azerbaijan;501;495;1325;315;2,64;58
2007;87;Costa Rica;501;469;8813;760;17,59;127
2007;88;Uzbekistan;492;488;3596;750;7,31;64
2007;89;Georgia;484;452;5087;742;10,51;101
2007;90;Luxembourg;441;417;6084;598;13,8;105
2007;91;Qatar;421;397;3836;274;9,11;70
2007;92;Macedonia;402;388;3205;352;7,97;74
2007;93;Zimbabwe;350;334;5323;703;15,21;90
2007;94;Kazakhstan;346;343;2214;280;6,4;64
2007;95;Ecuador;341;328;5187;634;15,21;100
2007;96;Senegal;331;315;3792;376;11,46;89
2007;97;Iraq;326;306;2752;239;8,44;51
2007;98;Bosnia and Herzegovina;323;313;2327;288;7,2;55
2007;99;Trinidad and Tobago;298;283;2527;228;8,48;72
2007;100;Panama;296;268;9363;896;31,63;128
2007;101;Malawi;288;247;5150;843;17,88;97
2007;102;North Korea;283;280;3578;16;12,64;75
2007;103;Moldova;279;271;3183;579;11,41;74
2007;104;Sudan;274;262;3350;363;12,23;65
2007;105;Botswana;268;252;3317;272;12,38;71
2007;106;Bahrain;267;249;1792;157;6,71;48
2007;107;Syrian Arab Republic;266;250;2647;308;9,95;74
2007;108;Palestine ;264;241;2296;290;8,7;53
2007;109;Burkina Faso;252;242;3426;516;13,6;77
2007;110;Côte d'Ivoire;250;244;3419;344;13,68;82
2007;111;Jamaica;242;222;2289;253;9,46;71
2007;112;Bolivia;225;216;4089;342;18,17;78
2007;113;Madagascar;206;205;3120;528;15,15;68
2007;114;Mongolia;206;201;3236;276;15,71;65
2007;115;Zambia;197;183;4055;473;20,58;83
2007;116;Benin;194;187;2459;565;12,68;59
2007;117;Malta;176;157;2905;206;16,51;75
2007;118;Fiji;175;157;2048;171;11,7;52
2007;119;Libyan Arab Jamahiriya;172;169;1105;65;6,42;45
2007;120;Congo;162;153;2036;225;12,57;63
2007;121;Macao;156;143;1787;79;11,46;47
2007;122;Cambodia;146;139;3206;375;21,96;65
2007;123;Mali;134;124;1965;210;14,66;68
2007;124;New Caledonia;130;126;2155;296;16,58;66
2007;125;Mozambique;114;107;2601;234;22,82;66
2007;126;Namibia;110;107;1847;151;16,79;67
2007;127;Papua New Guinea;110;100;1667;165;15,15;66
2007;128;Gambia;102;95;3592;222;35,22;90
2007;129;Guatemala;98;93;1789;159;18,26;63
2007;130;Brunei Darussalam;96;80;1044;65;10,88;49
2007;131;Gabon;95;88;1823;220;19,19;73
2007;132;Mauritius;93;90;841;77;9,04;50
2007;133;Yemen;93;92;1288;99;13,85;46
2007;134;Barbados;88;77;644;53;7,32;60
2007;135;Guadeloupe;86;82;1073;93;12,48;49
2007;136;Myanmar;85;80;872;66;10,26;46
2007;137;Monaco;84;76;1353;156;16,11;69
2007;138;Laos;81;71;1791;191;22,11;54
2007;139;Albania;79;77;929;71;11,76;43
2007;140;Kyrgyzstan;72;71;745;61;10,35;40
2007;141;French Polynesia;71;68;846;130;11,92;54
2007;142;Montenegro;69;69;268;36;3,88;28
2007;143;Nicaragua;68;62;876;64;12,88;56
2007;144;Grenada;67;63;657;56;9,81;29
2007;145;Togo;67;62;491;50;7,33;37
2007;146;Niger;63;61;904;49;14,35;54
2007;147;French Guiana;62;60;1316;74;21,23;51
2007;148;Liechtenstein;61;57;935;97;15,33;50
2007;149;Paraguay;61;59;842;60;13,8;54
2007;150;Rwanda;60;55;978;79;16,3;48
2007;151;Dominican Republic;58;53;665;43;11,47;47
2007;152;Tajikistan;56;54;272;53;4,86;28
2007;153;Eritrea;54;51;621;14;11,5;32
2007;154;Reunion;51;48;861;27;16,88;34
2007;155;Greenland;46;45;652;113;14,17;45
2007;156;Guam;39;34;414;24;10,62;52
2007;157;El Salvador;38;36;322;24;8,47;40
2007;158;Seychelles;38;37;1030;103;27,11;41
2007;159;Honduras;37;36;970;35;26,22;48
2007;160;Swaziland;37;32;595;46;16,08;41
2007;161;Bermuda;35;31;1192;117;34,06;69
2007;162;Afghanistan;33;28;461;77;13,97;29
2007;163;Angola;33;31;235;18;7,12;31
2007;164;Falkland Islands (Malvinas);33;33;434;48;13,15;31
2007;165;Guinea;32;30;820;21;25,63;41
2007;166;Guinea-Bissau;32;29;955;147;29,84;47
2007;167;Guyana;31;30;224;2;7,23;30
2007;168;Haïti;29;28;550;51;18,97;43
2007;169;Netherlands Antilles;25;24;264;9;10,56;42
2007;170;Bahamas;25;25;338;48;13,52;32
2007;171;Lesotho;25;24;292;22;11,68;26
2007;172;Martinique;25;24;250;10;10;36
2007;173;Burundi;24;21;256;12;10,67;28
2007;174;Bhutan;24;19;105;19;4,38;23
2007;175;Chad;24;23;335;23;13,96;32
2007;176;Central African Republic;23;23;359;13;15,61;39
2007;177;Mauritania;23;22;214;15;9,3;30
2007;178;Sierra Leone;20;19;185;9;9,25;26
2007;179;Democratic Republic Congo;18;17;481;11;26,72;38
2007;180;Faroe Islands;18;18;515;45;28,61;45
2007;181;Andorra;17;15;253;2;14,88;20
2007;182;Solomon Islands;17;14;213;9;12,53;31
2007;183;Palau;16;16;212;23;13,25;24
2007;184;Virgin Islands (British);16;15;180;15;11,25;19
2007;185;Maldives;15;13;330;11;22;20
2007;186;Federated States of Micronesia;14;14;114;11;8,14;22
2007;187;Saint Kitts and Nevis;14;10;71;0;5,07;20
2007;188;Suriname;13;13;214;5;16,46;27
2007;189;Djibouti;11;11;111;4;10,09;16
2007;190;Dominica;11;10;184;14;16,73;21
2007;191;Gibraltar;11;10;190;15;17,27;17
2007;192;San Marino;11;11;6;0;0,55;21
2007;193;Equatorial Guinea;10;10;47;10;4,7;18
2007;194;Timor-Leste;10;7;69;1;6,9;11
2007;195;Virgin Islands (U.S.);10;9;225;5;22,5;27
2007;196;Vanuatu;10;8;87;5;8,7;26
2007;197;Antigua and Barbuda;9;9;31;1;3,44;11
2007;198;Saint Lucia;9;8;84;0;9,33;16
2007;199;Turkmenistan;9;9;57;6;6,33;19
2007;200;Belize;8;8;176;4;22;32
2007;201;Comoros;8;8;144;13;18;12
2007;202;Mayotte;8;8;51;4;6,38;10
2007;203;Tonga;8;8;83;12;10,38;18
2007;204;Vatican City State;8;0;0;0;0;5
2007;205;Samoa;8;8;23;1;2,88;25
2007;206;American Samoa;7;7;126;13;18;20
2007;207;Cook Islands;6;6;104;8;17,33;13
2007;208;Cayman Islands;6;5;54;8;9;20
2007;209;Kiribati;5;4;54;0;10,8;8
2007;210;Liberia;5;4;6;2;1,2;19
2007;211;Montserrat;5;5;58;3;11,6;26
2007;212;Cocos (Keeling) Islands;4;4;7;0;1,75;4
2007;213;Cape Verde;4;4;4;1;1;14
2007;214;Marshall Islands;4;4;60;1;15;16
2007;215;Niue;4;4;14;0;3,5;2
2007;216;Saint Vincent and The Grenadines;4;4;37;0;9,25;11
2007;217;Northern Mariana Islands;3;3;11;2;3,67;13
2007;218;Sao Tome and Principe;3;3;65;3;21,67;15
2007;219;Norfolk Island;2;2;10;0;5;6
2007;220;Turks and Caicos Islands;2;2;18;0;9;11
2007;221;Tuvalu;2;2;64;0;32;7
2007;222;Wallis and Futuna;2;2;21;1;10,5;4
2007;223;Aruba;1;1;14;0;14;11
2007;224;British Indian Ocean Territory;1;1;4;0;4;7
2007;225;Svalbard and Jan Mayen;1;1;6;0;6;8
2007;226;Somalia;1;0;0;0;0;14
2007;227;Saint Pierre and Miquelon;1;1;1;0;1;1
2007;228;United States Minor Outlying Islands;1;1;114;0;114;10
2008;1;United States;512234;456679;9293700;4428566;18,14;1648
2008;2;China;252793;250589;1881444;1045938;7,44;495
2008;3;United Kingdom;145992;124392;2541102;618227;17,41;1015
2008;4;Germany;132281;121573;2107337;565288;15,93;887
2008;5;Japan;118372;114067;1382041;395299;11,68;745
2008;6;France;94693;88896;1453021;339965;15,34;811
2008;7;Canada;78197;71285;1367143;264578;17,48;794
2008;8;Italy;75449;69336;1182924;282409;15,68;713
2008;9;Spain;60730;56077;885592;220905;14,58;591
2008;10;India;58865;55373;530737;179411;9,02;383
2008;11;Australia;55665;49639;933692;209170;16,77;644
2008;12;South Korea;50585;49514;552770;126460;10,93;424
2008;13;Netherlands;42069;37883;873649;152330;20,77;694
2008;14;Brazil;41787;40118;411155;146893;9,84;379
2008;15;Russian Federation;36696;36000;236765;69843;6,45;390
2008;16;Taiwan;34677;33716;371351;87534;10,71;331
2008;17;Switzerland;30557;28002;678647;97179;22,21;686
2008;18;Poland;27802;26876;230851;58308;8,3;371
2008;19;Sweden;26080;24312;520127;81961;19,94;614
